sentence,entities,character_entities
"“You’re in luck, Weasley, Potter’s obviously spotted 
some money on the ground!” said Malfoy.","['Weasley', 'Potter’s', 'Malfoy']",['Malfoy']
"Page | 250 Harry Potter and the Philosophers Stone - J.K. Rowling 




Ron snapped.","['250', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Ron']",['Ron']
"Before Malfoy knew what was 
happening, Ron was on top of him, wrestling him to 
the ground.",['Ron'],['Ron']
"Hermione screamed, leaping onto 
her seat to watch as Harry sped straight at Snape — 
she didn’t even notice Malfoy and Ron rolling around 
under her seat, or the scuffles and yelps coming from 
the whirl of fists that was Neville, Crabbe, and Goyle.","['Harry', 'Snape', 'Malfoy', 'Ron', 'Neville', 'Goyle']","['Snape', 'Malfoy', 'Ron']"
"

Up in the air, Snape turned on his broomstick just in 
time to see something scarlet shoot past him, missing 
him by inches — the next second, Harry had pulled 
out of the dive, his arm raised in triumph, the Snitch 
clasped in his hand.","['Snape', 'second', 'Harry', 'Snitch']",['Snape']
"As Gryffindors 
came spilling onto the field, he saw Snape land 
nearby, white-faced and tight-lipped — then Harry felt 
a hand on his shoulder and looked up into 
Dumbledore’s smiling face.","['Snape', 'Harry', 'Dumbledore’s']",['Snape']
"

“Well done,” said Dumbledore quietly, so that only 
Harry could hear.","['Dumbledore', 'Harry']",['Dumbledore']
"He walked over the damp grass, reliving the 
last hour in his head, which was a happy blur: 
Gryffindors running to lift him onto their shoulders; 
Ron and Hermione in the distance, jumping up and 
down, Ron cheering through a heavy nosebleed. 

","['last hour', 'Ron', 'Ron']","['Ron', 'Ron']"
"He’d done it, he’d shown Snape. ...",['Snape'],['Snape']
And speaking of Snape . . .,['Snape'],['Snape']
"Gliding silently over the castle he saw 
Snape enter the forest at a run.",['Snape'],['Snape']
"The trees were so thick he couldn’t see where Snape 
had gone.",['Snape'],['Snape']
"

Below, in a shadowy clearing, stood Snape, but he 
wasn’t alone.",['Snape'],['Snape']
"Quirrell was there, too.",['Quirrell'],['Quirrell']
"d-don’t know why you wanted t-t-to meet here of 
all p-places, Severus ...” 

“Oh, I thought we’d keep this private,” said Snape, his 
voice icy.","['Severus', 'Snape']",['Snape']
"Quirrell was mumbling 
something.",['Quirrell'],['Quirrell']
"

“Have you found out how to get past that beast of 
Hagrid’s yet?” 

“B-b-but Severus, I — ” 

“You don’t want me as your enemy, Quirrell,” said 
Snape, taking a step toward him.","['Hagrid', 'Severus', 'Quirrell', 'Snape']","['Hagrid', 'Quirrell', 'Snape']"
"He steadied himself in time to hear Snape say, 

“ — your little bit of hocus-pocus.",['Snape'],['Snape']
"It was almost dark now, but Harry could see 
Quirrell, standing quite still as though he was 
petrified.","['Harry', 'Quirrell']",['Quirrell']
"shouted Ron, thumping 
Harry on the back.","['Ron', 'Harry']",['Ron']
"“So we were right, it is the Sorcerer’s Stone, and 
Snape’s trying to force Quirrell to help him get it.","['the Sorcerer’s Stone', 'Snape’s', 'Quirrell']",['Quirrell']
"He 
asked if he knew how to get past Fluffy — and he said 
something about Quirrell’s ‘hocus-pocus’ — I reckon 
there are other things guarding the stone apart from 
Fluffy, loads of enchantments, probably, and Quirrell 



Page | 254 Harry Potter and the Philosophers Stone - J.K. Rowling 




would have done some anti-Dark Arts spell that 
Snape needs to break through — ” 

“So you mean the Stone’s only safe as long as Quirrell 
stands up to Snape?” said Hermione in alarm.","['Fluffy', 'Quirrell’s', 'Fluffy', 'Quirrell \n\n\n\nPage', '254', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'anti-Dark Arts', 'Snape', 'Stone', 'Quirrell', 'Snape', 'Hermione']","['Snape', 'Quirrell', 'Snape']"
"

“It’ll be gone by next Tuesday,” said Ron. 



","['next Tuesday', 'Ron']",['Ron']
"Every time they passed the third-floor corridor, Harry, 
Ron, and Hermione would press their ears to the door 
to check that Fluffy was still growling inside.","['third', 'Harry', 'Ron', 'Hermione', 'Fluffy']",['Ron']
"Whenever 
Harry passed Quirrell these days he gave him an 
encouraging sort of smile, and Ron had started telling 
people off for laughing at Quirrell’s stutter. 

","['Harry', 'Quirrell', 'these days', 'Ron', 'Quirrell’s']","['Quirrell', 'Ron']"
"Harry and 
Ron wouldn’t have minded, but she kept nagging 
them to do the same. 



","['Harry', 'Ron']",['Ron']
"

“But we’re not six hundred years old,” Ron reminded 
her.","['six hundred years old', 'Ron']",['Ron']
"Moaning and yawning, Harry and Ron 
spent most of their free time in the library with her, 
trying to get through all their extra work.","['Harry', 'Ron']",['Ron']
"

“I’ll never remember this,” Ron burst out one 
afternoon, throwing down his quill and looking 
longingly out of the library window.","['Ron', 'one \nafternoon']",['Ron']
"Harry, who was looking up “Dittany” in One Thousand 
Magical Herbs and Fungi, didn’t look up until he 
heard Ron say, “Hagrid!","['Harry', 'Dittany', 'One', 'Fungi', 'Ron', 'Hagrid']","['Ron', 'Hagrid']"
"



Page | 257 Harry Potter and the Philosophers Stone - J.K. Rowling 




Hagrid shuffled into view, hiding something behind 
his back.","['257', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Hagrid']",['Hagrid']
"“Yer not still lookin’ fer 
Nicolas Flamel, are yeh?” 

“Oh, we found out who he is ages ago,” said Ron 
impressively.","['Nicolas Flamel', 'ages ago', 'Ron']",['Ron']
"“Don’ go shoutin’ about it, 
what’s the matter with yeh?” 

“There are a few things we wanted to ask you, as a 
matter of fact,” said Harry, “about what’s guarding 
the Stone apart from Fluffy — ” 

“SHHHH!” said Hagrid again.","['Harry', 'Stone', 'Fluffy', 'SHHHH', 'Hagrid']",['Hagrid']
"

“Do you think it had anything to do with the Stone?” 

“I’m going to see what section he was in,” said Ron, 
who’d had enough of working.","['Stone', 'Ron']",['Ron']
"“Hagrid was looking up stuff 
about dragons!",['Hagrid'],['Hagrid']
"“But it’s against our laws,” said Ron.",['Ron'],['Ron']
"“Of course there are,” said Ron.",['Ron'],['Ron']
"

“Oh, come on, Hagrid, you might not want to tell us, 
but you do know, you know everything that goes on 
round here,” said Hermione in a warm, flattering 
voice.","['Hagrid', 'Hermione']",['Hagrid']
"Hagrid ’s beard twitched and they could tell he 
was smiling.",['Hagrid'],['Hagrid']
"“We wondered 
who Dumbledore had trusted enough to help him, 
apart from you.”",['Dumbledore'],['Dumbledore']
"Harry and 
Ron beamed at Hermione. 

","['Harry', 'Ron']",['Ron']
"Professor Sprout 
— Professor Flitwick — Professor McGonagall — ” he 
ticked them off on his fingers, “Professor Quirrell — 
an’ Dumbledore himself did somethin’, o’ course.","['Sprout', 'Flitwick', 'McGonagall', 'Quirrell', 'Dumbledore']","['Flitwick', 'McGonagall', 'Quirrell', 'Dumbledore']"
"Look, 
Snape helped protect the Stone, he’s not about ter 
steal it.”","['Snape', 'Stone']",['Snape']
"

Harry knew Ron and Hermione were thinking the 
same as he was.","['Harry', 'Ron', 'Hermione']",['Ron']
"If Snape had been in on protecting 
the Stone, it must have been easy to find out how the 
other teachers had guarded it.","['Snape', 'Stone']",['Snape']
"

“You’re the only one who knows how to get past 
Fluffy, aren’t you, Hagrid?” said Harry anxiously.","['Fluffy', 'Hagrid', 'Harry']",['Hagrid']
"Not even 
one of the teachers?” 

“Not a soul knows except me an’ Dumbledore,” said 
Hagrid proudly.","['Dumbledore', 'Hagrid']","['Dumbledore', 'Hagrid']"
"“Hagrid, can we have a window open?",['Hagrid'],['Hagrid']
"

“Can’t, Harry, sorry,” said Hagrid.","['Harry', 'Hagrid']",['Hagrid']
"

“Ah,” said Hagrid, fiddling nervously with his beard, 
“That’s — er ...” 

“Where did you get it, Hagrid?” said Ron, crouching 
over the fire to get a closer look at the egg.","['Hagrid', 'Hagrid', 'Ron']","['Hagrid', 'Hagrid', 'Ron']"
"“Won it,” said Hagrid.",['Hagrid'],['Hagrid']
"“Well, I’ve bin doin’ some readin’,” said Hagrid, pulling 
a large book from under his pillow.",['Hagrid'],['Hagrid']
"“Hagrid, you live in a wooden house,” she said.",['Hagrid'],['Hagrid']
But Hagrid wasn’t listening.,['Hagrid'],['Hagrid']
"So now they had something else to worry about: what 
might happen to Hagrid if anyone found out he was 
hiding an illegal dragon in his hut. 

",['Hagrid'],['Hagrid']
"“Wonder what it’s like to have a peaceful life,” Ron 
sighed, as evening after evening they struggled 
through all the extra homework they were getting. 
","['Ron', 'evening', 'evening']",['Ron']
"Hermione had now started making study schedules 
for Harry and Ron, too.","['Hermione', 'Harry', 'Ron']",['Ron']
"Page | 262 Harry Potter and the Philosophers Stone - J.K. Rowling 




Then, one breakfast time, Hedwig brought Harry 
another note from Hagrid.","['262', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'one', 'Hedwig', 'Harry', 'Hagrid']",['Hagrid']
"Ron wanted to skip Herbology and go straight down to 
the hut.",['Ron'],['Ron']
"“Hermione, how many times in our lives are we going 
to see a dragon hatching?” 

“We’ve got lessons, we’ll get into trouble, and that’s 
nothing to what Hagrid ’s going to be in when someone 
finds out what he’s doing — ” 

“Shut up!”",['Hagrid'],['Hagrid']
"Ron and Hermione argued all the way to Herbology 
and in the end, Hermione agreed to run down to 
Hagrid’s with the other two during morning break. 
","['Ron', 'Hermione', 'Hermione', 'Hagrid', 'morning']","['Ron', 'Hagrid']"
"“Bless him, look, he knows his mommy!” said Hagrid. 

“Hagrid,” said Hermione, “how fast do Norwegian 
Ridgebacks grow, exactly?”","['Hagrid', 'Hagrid', 'Hermione', 'Norwegian']","['Hagrid', 'Hagrid']"
"Something about the smile lurking on Malfoy’s face 
during the next week made Harry, Ron, and Hermione 
very nervous.","['Malfoy’s', 'the next week', 'Harry', 'Ron', 'Hermione']",['Ron']
"They spent most of their free time in 
Hagrid ’s darkened hut, trying to reason with him.",['Hagrid'],['Hagrid']
"“I can’t,” said Hagrid.",['Hagrid'],['Hagrid']
"

“I’ve decided to call him Norbert,” said Hagrid, looking 
at the dragon with misty eyes.","['Norbert', 'Hagrid']",['Hagrid']
"Where’s Mommy?” 

“He’s lost his marbles,” Ron muttered in Harry’s ear.","['Ron', 'Harry’s']",['Ron']
"

“Hagrid,” said Harry loudly, “give it two weeks and 
Norbert’s going to be as long as your house.","['Hagrid', 'Harry', 'two weeks', 'Norbert']",['Hagrid']
"

Harry suddenly turned to Ron. 

","['Harry', 'Ron']",['Ron']
"“You’re losing it, too,” said Ron.",['Ron'],['Ron']
"“I’m Ron, remember?” 

“No — Charlie — your brother, Charlie.","['Ron', 'Charlie', 'Charlie']",['Ron']
"

“Brilliant!” said Ron.",['Ron'],['Ron']
"“How about it, Hagrid?” 

",['Hagrid'],['Hagrid']
"And in the end, Hagrid agreed that they could send 
an owl to Charlie to ask him. 

","['Hagrid', 'Charlie']",['Hagrid']
"Ron appeared out 
of nowhere as he pulled off Harry’s Invisibility Cloak. 
","['Ron', 'Harry’s Invisibility Cloak']",['Ron']
"He had been down at Hagrid’s hut, helping him feed 
Norbert, who was now eating dead rats by the crate.","['Hagrid', 'Norbert']",['Hagrid']
"I tell you, that 
dragon’s the most horrible animal I’ve ever met, but 
the way Hagrid goes on about it, you’d think it was a 
fluffy little bunny rabbit.",['Hagrid'],['Hagrid']
"Anything to get rid of 
Norbert — and Malfoy.","['Norbert', 'Malfoy']",['Malfoy']
"By the next morning, Ron’s bitten 
hand had swollen to twice its usual size.","['the next morning', 'Ron']",['Ron']
"Harry and Hermione rushed up to the hospital wing 
at the end of the day to find Ron in a terrible state in 
bed.","['Harry', 'Hermione', 'the end of the day', 'Ron']",['Ron']
"Malfoy told Madam 
Pomfrey he wanted to borrow one of my books so he 
could come and have a good laugh at me.","['Malfoy', 'Madam \nPomfrey']",['Malfoy']
"

Harry and Hermione tried to calm Ron down. 

","['Harry', 'Hermione', 'Ron']",['Ron']
"“It’ll all be over at midnight on Saturday,” said 
Hermione, but this didn’t soothe Ron at all.","['midnight', 'Saturday', 'Hermione', 'Ron']",['Ron']
"oh no — I’ve just remembered — Charlie’s 
letter was in that book Malfoy took, he’s going to 
know we’re getting rid of Norbert.”","['Charlie', 'Malfoy', 'Norbert']",['Malfoy']
"Madam Pomfrey came over at that moment and made 
them leave, saying Ron needed sleep.","['Madam Pomfrey', 'Ron']",['Ron']
"And we have got 
the Invisibility Cloak, Malfoy doesn’t know about 
that.”","['the Invisibility Cloak', 'Malfoy']",['Malfoy']
"

They found Fang the boarhound sitting outside with a 
bandaged tail when they went to tell Hagrid, who 
opened a window to talk to them.","['Fang', 'Hagrid']",['Hagrid']
"They would have felt sorry for Hagrid when the time 
came for him to say good-bye to Norbert if they hadn’t 
been so worried about what they had to do.","['Hagrid', 'Norbert']",['Hagrid']
"It was a 
very dark, cloudy night, and they were a bit late 
arriving at Hagrid ’s hut because they’d had to wait for 
Peeves to get out of their way in the entrance hall, 
where he’d been playing tennis against the wall.","['night', 'Hagrid']",['Hagrid']
"“He’s got lots o’ rats an’ some brandy fer the journey,” 
said Hagrid in a muffled voice.",['Hagrid'],['Hagrid']
"Page | 269 Harry Potter and the Philosophers Stone - J.K. Rowling 




Professor McGonagall, in a tartan bathrobe and a hair 
net, had Malfoy by the ear.","['269', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'McGonagall', 'Malfoy']","['McGonagall', 'Malfoy']"
"Come on — I shall see Professor Snape about you, 
Malfoy!”",['Snape'],['Snape']
"Filch took them down to Professor McGonagall’s 
study on the first floor, where they sat and waited 
without saying a word to each other.","['Filch', 'McGonagall', 'first']",['McGonagall']
"There was no reason on earth that 
Professor McGonagall would accept for their being out 
of bed and creeping around the school in the dead of 
night, let alone being up the tallest Astronomy Tower, 
which was out-of-bounds except for classes.","['McGonagall', 'Astronomy Tower']",['McGonagall']
"When Professor McGonagall 
appeared, she was leading Neville.","['McGonagall', 'Neville']",['McGonagall']
"“I was trying to find you to warn you, I 
heard Malfoy saying he was going to catch you, he 
said you had a drag — ” 

Harry shook his head violently to shut Neville up, but 
Professor McGonagall had seen.","['Harry', 'Neville', 'McGonagall']",['McGonagall']
"“I think I’ve got a good idea of what’s been going on,” 
said Professor McGonagall.",['McGonagall'],['McGonagall']
"“I’m disgusted,” said Professor McGonagall.",['McGonagall'],['McGonagall']
"You, Miss Granger, I thought you 
had more sense.",['Miss Granger'],['Miss Granger']
"“Fifty points each,” said Professor McGonagall, 
breathing heavily through her long, pointed nose.","['Fifty', 'McGonagall']",['McGonagall']
"“Well — no,” Ron admitted.",['Ron'],['Ron']
"He, Ron, and Hermione kept to 
themselves, working late into the night, trying to 
remember the ingredients in complicated potions, 
learn charms and spells by heart, memorize the dates 
of magical discoveries and goblin rebellions. ...","['Ron', 'Hermione', 'the night']",['Ron']
"

“All right — all right — ” he heard Quirrell sob.",['Quirrell'],['Quirrell']
"Next second, Quirrell came hurrying out of the 
classroom straightening his turban.","['second', 'Quirrell']",['Quirrell']
"He strode out 
of sight; Harry didn’t think Quirrell had even noticed 
him.","['Harry', 'Quirrell']",['Quirrell']
"

All the same, he’d have gambled twelve Sorcerer’s 
Stones that Snape had just left the room, and from 

Page | 276 Harry Potter and the Philosophers Stone - J.K. Rowling 




what Harry had just heard, Snape would be walking 
with a new spring in his step — Quirrell seemed to 
have given in at last. 

","['twelve', 'Snape', '276', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Harry', 'Snape', 'Quirrell']","['Snape', 'Snape', 'Quirrell']"
"Harry went back to the library, where Hermione was 
testing Ron on Astronomy.","['Harry', 'Hermione', 'Ron']",['Ron']
"

“Snape’s done it, then!” said Ron.","['Snape’s', 'Ron']",['Ron']
"“Maybe Snape’s found out how to get past him 
without asking Hagrid,” said Ron, looking up at the 
thousands of books surrounding them.","['Hagrid', 'Ron', 'thousands']","['Hagrid', 'Ron']"
"

The light of adventure was kindling again in Ron’s 
eyes, but Hermione answered before Harry could. 

“Go to Dumbledore.","['Ron', 'Hermione', 'Harry', 'Dumbledore']","['Ron', 'Dumbledore']"
"Filch wouldn’t help us if his life 
depended on it, he’s too friendly with Snape, and the 
more students get thrown out, the better, he’ll think. 
",['Snape'],['Snape']
"

Hermione looked convinced, but Ron didn’t. 

",['Ron'],['Ron']
"At eleven o’clock that night, they said good-bye to Ron 
in the common room and went down to the entrance 
hall with Neville.","['eleven o’clock that night', 'Ron', 'Neville']",['Ron']
"Filch was already there — and so 
was Malfoy.",['Malfoy'],['Malfoy']
"Harry had also forgotten that Malfoy had 
gotten a detention, too.","['Harry', 'Malfoy']",['Malfoy']
"Ahead, Harry 
could see the lighted windows of Hagrid’s hut.","['Harry', 'Hagrid']",['Hagrid']
"

Harry’s heart rose; if they were going to be working 
with Hagrid it wouldn’t be so bad.","['Harry', 'Hagrid']",['Hagrid']
"

At this, Neville let out a little moan, and Malfoy 
stopped dead in his tracks.","['Neville', 'Malfoy']",['Malfoy']
"“Should’ve thought of them 
werewolves before you got in trouble, shouldn’t you?” 

Page | 279 Harry Potter and the Philosophers Stone - J.K. Rowling 




Hagrid came striding toward them out of the dark, 
Fang at his heel.","['279', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Hagrid']",['Hagrid']
"All right, Harry, Hermione?” 

“I shouldn’t be too friendly to them, Hagrid,” said 
Filch coldly, “they’re here to be punished, after all.”","['Harry', 'Hagrid', 'Filch']",['Hagrid']
"

“That’s why yer late, is it?” said Hagrid, frowning at 
Filch.","['Hagrid', 'Filch']",['Hagrid']
Malfoy now turned to Hagrid.,['Hagrid'],['Hagrid']
"

“Yeh are if yeh want ter stay at Hogwarts,” said 
Hagrid fiercely.","['Yeh', 'Hagrid']",['Hagrid']
"Go on!” 



Page | 280 Harry Potter and the Philosophers Stone - J.K. Rowling 




Malfoy didn’t move.","['280', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Malfoy']",['Malfoy']
"He looked at Hagrid furiously, but 
then dropped his gaze. 

",['Hagrid'],['Hagrid']
"“Right then,” said Hagrid, “now, listen carefully, 

’cause it’s dangerous what we’re gonna do tonight, an’ 
I don’ want no one takin’ risks.","['Hagrid', 'tonight']",['Hagrid']
"

“Look there,” said Hagrid, “see that stuff shinin’ on 
the ground?",['Hagrid'],['Hagrid']
"

“And what if whatever hurt the unicorn finds us 
first?” said Malfoy, unable to keep the fear out of his 
voice.","['first', 'Malfoy']",['Malfoy']
"

“There’s nothin’ that lives in the forest that’ll hurt yeh 
if yer with me or Fang,” said Hagrid.",['Hagrid'],['Hagrid']
"

“I want Fang,” said Malfoy quickly, looking at Fang’s 
long teeth.",['Malfoy'],['Malfoy']
"“All right, but I warn yeh, he’s a coward,” said Hagrid. 
",['Hagrid'],['Hagrid']
"A little way into it 
they reached a fork in the earth path, and Harry, 
Hermione, and Hagrid took the left path while Malfoy, 
Neville, and Fang took the right. 

","['Harry', 'Hermione', 'Hagrid', 'Malfoy', 'Neville', 'Fang']","['Hagrid', 'Malfoy']"
Harry saw that Hagrid looked very worried.,"['Harry', 'Hagrid']",['Hagrid']
"

“Not fast enough,” said Hagrid.",['Hagrid'],['Hagrid']
"“That wasn’ no werewolf an’ it wasn’ no unicorn, 
neither,” said Hagrid grimly.",['Hagrid'],['Hagrid']
"“Oh, it’s you, Ronan,” said Hagrid in relief.","['Ronan', 'Hagrid']",['Hagrid']
"“Good evening to you, Hagrid,” said Ronan.","['evening', 'Hagrid', 'Ronan']",['Hagrid']
"“Were you going to shoot me?” 

“Can’t be too careful, Ronan,” said Hagrid, patting his 
crossbow.","['Ronan', 'Hagrid']",['Hagrid']
"

“Yeah,” said Hagrid, glancing up, too.",['Hagrid'],['Hagrid']
"

“Yeah,” said Hagrid, “but have yeh seen anythin’, 
Ronan?","['Hagrid', 'Ronan']",['Hagrid']
"

“Mars is bright tonight,” Ronan repeated, while 
Hagrid watched him impatiently.","['Mars', 'tonight', 'Ronan', 'Hagrid']",['Hagrid']
"“Yeah, but I was meanin’ anythin’ unusual a bit 
nearer home,” said Hagrid.",['Hagrid'],['Hagrid']
"

A movement in the trees behind Ronan made Hagrid 
raise his bow again, but it was only a second centaur, 

Page | 284 Harry Potter and the Philosophers Stone - J.K. Rowling 




black-haired and -bodied and wilder-looking than 
Ronan. 



","['Ronan', 'Hagrid', 'second', '284', 'Harry Potter', 'the Philosophers Stone - J.K. Rowling', 'Ronan']",['Hagrid']
"“Hullo, Bane,” said Hagrid.","['Hullo', 'Bane', 'Hagrid']",['Hagrid']
"“All right?” 

“Good evening, Hagrid, I hope you are well?” 

“Well enough.","['evening', 'Hagrid']",['Hagrid']
"

“We’ve heard,” said Hagrid grumpily.",['Hagrid'],['Hagrid']
"

“Never,” said Hagrid irritably, “try an’ get a straight 
answer out of a centaur.",['Hagrid'],['Hagrid']
"He was very 
glad they had Hagrid and his crossbow with them. 
",['Hagrid'],['Hagrid']
"They had just passed a bend in the path when 
Hermione grabbed Hagrid ’s arm. 

",['Hagrid'],['Hagrid']
"“I don’t care if Malfoy has, but if something’s got 
Neville ...","['Malfoy', 'Neville']",['Malfoy']
"At last, a great crunching noise announced Hagrid’s 
return.",['Hagrid'],['Hagrid']
"Malfoy, Neville, and Fang were with him. 
","['Malfoy', 'Neville', 'Fang']",['Malfoy']
Hagrid was fuming.,['Hagrid'],['Hagrid']
"“You had better get 
back to Hagrid.",['Hagrid'],['Hagrid']
"Over the rustling of the trees, 
he seemed to hear once more what Hagrid had told 
him on the night they had met: “Some say he died. 
","['Hagrid', 'the night']",['Hagrid']
"

Hermione was running toward them down the path, 
Hagrid puffing along behind her. 

",['Hagrid'],['Hagrid']
"“The unicorn’s dead, Hagrid, it’s in that 
clearing back there.”",['Hagrid'],['Hagrid']
"

“This is where I leave you,” Firenze murmured as 
Hagrid hurried off to examine the unicorn.","['Firenze', 'Hagrid']",['Hagrid']
"Ron had fallen asleep in the dark common room, 
waiting for them to return.",['Ron'],['Ron']
"

“Snape wants the Stone for Voldemort ... and 
Voldemort’s waiting in the forest ... and all this time 
we thought Snape just wanted to get rich.","['Voldemort', 'Snape']",['Snape']
"said Ron in a terrified 
whisper, as if he thought Voldemort could hear them. 

","['Ron', 'Voldemort']",['Ron']
"

“Will you stop saying the name\” Ron hissed. 

",['Ron'],['Ron']
"“So all I’ve got to wait for now is Snape to steal the 
Stone,” Harry went on feverishly, “then Voldemort will 
be able to come and finish me off. ...","['Snape', 'Stone', 'Harry', 'Voldemort']",['Snape']
"“Harry, everyone says Dumbledore’s the only one 
You-Know-Who was ever afraid of.","['Harry', 'Dumbledore']",['Dumbledore']
"It sounds like 
fortune-telling to me, and Professor McGonagall says 
that’s a very imprecise branch of magic.”",['McGonagall'],['McGonagall']
"Professor Flitwick 
called them one by one into his class to see if they 
could make a pineapple tap-dance across a desk. 
","['Flitwick', 'one']",['Flitwick']
"Professor McGonagall watched them turn a mouse 
into a snuffbox — points were given for how pretty the 
snuffbox was, but taken away if it had whiskers. 
",['McGonagall'],['McGonagall']
"Snape made them all nervous, breathing down their 
necks while they tried to remember how to make a 
Forgetfulness potion. 

","['Snape', 'Forgetfulness']",['Snape']
"Maybe it was because they hadn’t seen what Harry 
had seen in the forest, or because they didn’t have 
scars burning on their foreheads, but Ron and 
Hermione didn’t seem as worried about the Stone as 
Harry.","['Harry', 'Ron', 'Hermione', 'Stone', 'Harry']",['Ron']
"The idea of Voldemort certainly scared them, 
but he didn’t keep visiting them in dreams, and they 
were so busy with their studying they didn’t have 
much time to fret about what Snape or anyone else 
might be up to.","['Voldemort', 'Snape']",['Snape']
"

Hermione always liked to go through their exam 
papers afterward, but Ron said this made him feel ill, 
so they wandered down to the lake and flopped under 
a tree.",['Ron'],['Ron']
"“No more studying,” Ron sighed happily, stretching 
out on the grass.",['Ron'],['Ron']
"...” 

Ron couldn’t get worked up, it was too hot.",['Ron'],['Ron']
"Anyway, we’ve never 
had any proof Snape found out how to get past Fluffy. 
","['Snape', 'Fluffy']",['Snape']
"And Neville will play Quidditch 
for England before Hagrid lets Dumbledore down.”","['Neville', 'Quidditch', 'England', 'Hagrid']",['Hagrid']
"Hagrid would never betray 
Dumbledore.",['Dumbledore'],['Dumbledore']
“Where ’re you going?” said Ron sleepily.,['Ron'],['Ron']
"“We’ve got to go and see Hagrid, now.”",['Hagrid'],['Hagrid']
"

“Don’t you think it’s a bit odd,” said Harry, 
scrambling up the grassy slope, “that what Hagrid 
wants more than anything else is a dragon, and a 
stranger turns up who just happens to have an egg in 
his pocket?","['Harry', 'Hagrid']",['Hagrid']
"Lucky they 
found Hagrid, don’t you think?",['Hagrid'],['Hagrid']
"Why didn’t I see it 
before?” 

“What are you talking about?” said Ron, but Harry, 
sprinting across the grounds toward the forest, didn’t 
answer.","['Ron', 'Harry']",['Ron']
"Got 
time fer a drink?” 

“Yes, please,” said Ron, but Harry cut him off. 

","['Ron', 'Harry']",['Ron']
"“Dunno said Hagrid casually, “he wouldn’ take his 
cloak off.”",['Hagrid'],['Hagrid']
"

“What did you talk to him about, Hagrid?",['Hagrid'],['Hagrid']
"Did you 
mention Hogwarts at all?” 

“Mighta come up,” said Hagrid, frowning as he tried 
to remember.","['Mighta', 'Hagrid']",['Hagrid']
"Hey — where’re yeh goin’?” 

Harry, Ron, and Hermione didn’t speak to each other 
at all until they came to a halt in the entrance hall, 
which seemed very cold and gloomy after the 
grounds.","['Harry,', 'Ron', 'Hermione']",['Ron']
"“We’ve got to go to Dumbledore,” said Harry.","['Dumbledore', 'Harry']",['Dumbledore']
"“Hagrid 
told that stranger how to get past Fluffy, and it was 
either Snape or Voldemort under that cloak — it 
must’ve been easy, once he’d got Hagrid drunk.","['Fluffy', 'Snape', 'Voldemort', 'Hagrid']","['Snape', 'Hagrid']"
"I just 
hope Dumbledore believes us.",['Dumbledore'],['Dumbledore']
"They had never 
been told where Dumbledore lived, nor did they know 
anyone who had been sent to see him. 

",['Dumbledore'],['Dumbledore']
"

It was Professor McGonagall, carrying a large pile of 
books.",['McGonagall'],['McGonagall']
"

“We want to see Professor Dumbledore,” said 
Hermione, rather bravely, Harry and Ron thought.","['Dumbledore', 'Hermione', 'Harry', 'Ron']","['Dumbledore', 'Ron']"
"

“See Professor Dumbledore?”",['Dumbledore'],['Dumbledore']
"Professor McGonagall 
repeated, as though this was a very fishy thing to 
want to do.",['McGonagall'],['McGonagall']
"“It’s sort of secret,” he said, but he wished at once he 
hadn’t, because Professor McGonagall’s nostrils 
flared.",['McGonagall'],['McGonagall']
"

“Something you have to say is more important than 
the Ministry of Magic, Potter?” 

“Look,” said Harry, throwing caution to the winds, 
“Professor — it’s about the Sorcerer’s Stone — ” 

Whatever Professor McGonagall had expected, it 
wasn’t that.","['the Ministry of Magic', 'Potter', 'Harry', 'the Sorcerer’s Stone', 'McGonagall']",['McGonagall']
"I’ve got to 
talk to Professor Dumbledore.”",['Dumbledore'],['Dumbledore']
"He’s found out 
everything he needs, and now he’s got Dumbledore 
out of the way.",['Dumbledore'],['Dumbledore']
"Harry and Ron wheeled round. 
","['Harry', 'Ron']",['Ron']
"Snape was standing there. 

",['Snape'],['Snape']
"“You want to be more careful,” said Snape.",['Snape'],['Snape']
"They turned to go outside, but Snape 
called them back. 



",['Snape'],['Snape']
"“One of us has got to keep an eye on Snape 
— wait outside the staffroom and follow him if he 
leaves it.","['One', 'Snape']",['Snape']
"

“Why me?” 

“It’s obvious,” said Ron.",['Ron'],['Ron']
"“You can pretend to be 
waiting for Professor Flitwick, you know.”",['Flitwick'],['Flitwick']
"He put on a 
high voice, “ ‘Oh Professor Flitwick, I’m so worried, I 
think I got question fourteen b wrong. . . . ’ ” 

“Oh, shut up,” said Hermione, but she agreed to go 
and watch out for Snape.","['Flitwick', 'fourteen', 'Hermione', 'Snape']","['Flitwick', 'Snape']"
"“And we’d better stay outside the third-floor corridor,” 
Harry told Ron.","['third', 'Harry', 'Ron']",['Ron']
