start_sent,sentences,entities
5790,"There was a moment’s silence. Then — 

“Fine!” said Hermione suddenly, getting up and 
cramming Unfogging the Future back into her bag. 
 “Fine!”","['Hermione', 'the']"
5791,"Then — 

“Fine!” said Hermione suddenly, getting up and 
cramming Unfogging the Future back into her bag. 
 “Fine!” she repeated, swinging the bag over her 
shoulder and almost knocking Ron off his chair.","['Hermione', 'Ron', 'the']"
5792,"“Fine!” she repeated, swinging the bag over her 
shoulder and almost knocking Ron off his chair. “I 
give up!","['Ron', 'the']"
5793,"she repeated, swinging the bag over her 
shoulder and almost knocking Ron off his chair. “I 
give up! I’m leaving!” 

","['Ron', 'the']"
5794,"“I 
give up! I’m leaving!” 

 And to the whole class’s amazement, Hermione strode 
over to the trapdoor, kicked it open, and climbed 
down the ladder out of sight. 

","['Hermione', 'the']"
5795,"I’m leaving!” 

 And to the whole class’s amazement, Hermione strode 
over to the trapdoor, kicked it open, and climbed 
down the ladder out of sight. 

 It took a few minutes for the class to settle down 
again.","['Hermione', 'the']"
5796,"And to the whole class’s amazement, Hermione strode 
over to the trapdoor, kicked it open, and climbed 
down the ladder out of sight. 

 It took a few minutes for the class to settle down 
again. Professor Trelawney seemed to have forgotten 
all about the Grim.","['Hermione', 'Trelawney', 'Grim', 'the']"
5797,"It took a few minutes for the class to settle down 
again. Professor Trelawney seemed to have forgotten 
all about the Grim. She turned abruptly from Harry 
and Ron’s table, breathing rather heavily as she 
tugged her gauzy shawl more closely to her. 

","['the', 'Trelawney', 'Grim', 'Harry', 'Ron']"
5798,"Professor Trelawney seemed to have forgotten 
all about the Grim. She turned abruptly from Harry 
and Ron’s table, breathing rather heavily as she 
tugged her gauzy shawl more closely to her. 

 “Ooooo!” said Lavender suddenly, making everyone 
start.","['Lavender', 'the', 'Trelawney', 'Grim', 'Harry', 'Ron']"
5799,"She turned abruptly from Harry 
and Ron’s table, breathing rather heavily as she 
tugged her gauzy shawl more closely to her. 

 “Ooooo!” said Lavender suddenly, making everyone 
start. “Oooooo, Professor Trelawney, I’ve just 
remembered!","['Harry', 'Lavender', 'Ron', 'Trelawney']"
5800,"“Ooooo!” said Lavender suddenly, making everyone 
start. “Oooooo, Professor Trelawney, I’ve just 
remembered! You saw her leaving, didn’t you?","['Lavender', 'Trelawney']"
5801,"“Oooooo, Professor Trelawney, I’ve just 
remembered! You saw her leaving, didn’t you? Didn’t 

Page | 333 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




you, Professor?","['Harry Potter', 'Trelawney', 'the']"
5802,"You saw her leaving, didn’t you? Didn’t 

Page | 333 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




you, Professor? ‘Around Easter, one of our number will 
leave us forever*.’","['Harry Potter', 'the']"
5803,"Didn’t 

Page | 333 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




you, Professor? ‘Around Easter, one of our number will 
leave us forever*.’ You said it ages ago, Professor!” 

","['Harry Potter', 'the']"
5804,"‘Around Easter, one of our number will 
leave us forever*.’ You said it ages ago, Professor!” 

 Professor Trelawney gave her a dewy smile. 

",['Trelawney']
5805,"You said it ages ago, Professor!” 

 Professor Trelawney gave her a dewy smile. 

 “Yes, my dear, I did indeed know that Miss Granger 
would be leaving us.","['Miss Granger', 'Trelawney']"
5806,"Professor Trelawney gave her a dewy smile. 

 “Yes, my dear, I did indeed know that Miss Granger 
would be leaving us. One hopes, however, that one 
might have mistaken the Signs. ...","['Miss Granger', 'Trelawney', 'the']"
5807,"“Yes, my dear, I did indeed know that Miss Granger 
would be leaving us. One hopes, however, that one 
might have mistaken the Signs. ... The Inner Eye can 
be a burden, you know. ...” 

","['The', 'Miss Granger', 'the']"
5808,"One hopes, however, that one 
might have mistaken the Signs. ... The Inner Eye can 
be a burden, you know. ...” 

 Lavender and Parvati looked deeply impressed, and 
moved over so that Professor Trelawney could join 
their table instead. 

","['Lavender', 'Parvati', 'the', 'Trelawney', 'The']"
5809,"The Inner Eye can 
be a burden, you know. ...” 

 Lavender and Parvati looked deeply impressed, and 
moved over so that Professor Trelawney could join 
their table instead. 

 “Some day Hermione’s having, eh?”","['Lavender', 'Hermione', 'day', 'Parvati', 'Trelawney', 'The']"
5810,"Lavender and Parvati looked deeply impressed, and 
moved over so that Professor Trelawney could join 
their table instead. 

 “Some day Hermione’s having, eh?” Ron muttered to 
Harry, looking awed. 

","['Lavender', 'Hermione', 'day', 'Parvati', 'Trelawney', 'Harry', 'Ron']"
5811,"“Some day Hermione’s having, eh?” Ron muttered to 
Harry, looking awed. 

 “Yeah ...” 

","['Hermione', 'Harry', 'Ron', 'day']"
5812,"Ron muttered to 
Harry, looking awed. 

 “Yeah ...” 

 Harry glanced into the crystal ball but saw nothing 
but swirling white mist.","['Harry', 'ball', 'Ron', 'the']"
5813,"“Yeah ...” 

 Harry glanced into the crystal ball but saw nothing 
but swirling white mist. Had Professor Trelawney 
really seen the Grim again?","['ball', 'the', 'Trelawney', 'Grim', 'Harry']"
5814,"Harry glanced into the crystal ball but saw nothing 
but swirling white mist. Had Professor Trelawney 
really seen the Grim again? Would he?","['ball', 'the', 'Trelawney', 'Grim', 'Harry']"
5815,"Had Professor Trelawney 
really seen the Grim again? Would he? The last thing 
he needed was another near-fatal accident, with the 
Quidditch final drawing ever nearer. 

","['The', 'Trelawney', 'Grim', 'the']"
5816,"Would he? The last thing 
he needed was another near-fatal accident, with the 
Quidditch final drawing ever nearer. 

 The Easter holidays were not exactly relaxing.","['The', 'the']"
5817,"The last thing 
he needed was another near-fatal accident, with the 
Quidditch final drawing ever nearer. 

 The Easter holidays were not exactly relaxing. The 
third years had never had so much homework.","['The', 'the']"
5818,"The Easter holidays were not exactly relaxing. The 
third years had never had so much homework. Neville 
Longbottom seemed close to a nervous collapse, and 
he wasn’t the only one. 

","['Neville', 'The', 'the']"
5819,"The 
third years had never had so much homework. Neville 
Longbottom seemed close to a nervous collapse, and 
he wasn’t the only one. 

 “Call this a holiday!”","['Neville', 'The', 'the']"
5820,"Neville 
Longbottom seemed close to a nervous collapse, and 
he wasn’t the only one. 

 “Call this a holiday!” Seamus Finnigan roared at the 
common room one afternoon.","['Neville', 'Seamus Finnigan', 'the']"
5821,"“Call this a holiday!” Seamus Finnigan roared at the 
common room one afternoon. “The exams are ages 
away, what’re they playing at?” 

","['the', 'The', 'Seamus Finnigan']"
5822,"Seamus Finnigan roared at the 
common room one afternoon. “The exams are ages 
away, what’re they playing at?” 

 But nobody had as much to do as Hermione.","['Hermione', 'the', 'The', 'Seamus Finnigan']"
5823,"“The exams are ages 
away, what’re they playing at?” 

 But nobody had as much to do as Hermione. Even 
without Divination, she was taking more subjects 
than anybody else.","['Hermione', 'The']"
5824,"But nobody had as much to do as Hermione. Even 
without Divination, she was taking more subjects 
than anybody else. She was usually last to leave the 
common room at night, first to arrive at the library 



Page | 334 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




the next morning; she had shadows like Lupin’s 
under her eyes, and seemed constantly close to tears. 

","['Hermione', 'Harry Potter', 'Lupin', 'the']"
5825,"Even 
without Divination, she was taking more subjects 
than anybody else. She was usually last to leave the 
common room at night, first to arrive at the library 



Page | 334 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




the next morning; she had shadows like Lupin’s 
under her eyes, and seemed constantly close to tears. 

 Ron had taken over responsibility for Buckbeak’s 
appeal.","['Buckbeak', 'the', 'Harry Potter', 'Lupin', 'Ron']"
5826,"She was usually last to leave the 
common room at night, first to arrive at the library 



Page | 334 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




the next morning; she had shadows like Lupin’s 
under her eyes, and seemed constantly close to tears. 

 Ron had taken over responsibility for Buckbeak’s 
appeal. When he wasn’t doing his own work, he was 
poring over enormously thick volumes with names 
like The Handbook of Hippogriff Psychology and Fowl 
or Foul?","['Buckbeak', 'the', 'Harry Potter', 'The', 'Lupin', 'Ron']"
5827,"Ron had taken over responsibility for Buckbeak’s 
appeal. When he wasn’t doing his own work, he was 
poring over enormously thick volumes with names 
like The Handbook of Hippogriff Psychology and Fowl 
or Foul? A Study of Hippogriff Brutality.","['The', 'Buckbeak', 'Ron']"
5828,"When he wasn’t doing his own work, he was 
poring over enormously thick volumes with names 
like The Handbook of Hippogriff Psychology and Fowl 
or Foul? A Study of Hippogriff Brutality. He was so 
absorbed, he even forgot to be horrible to 
Crookshanks. 

","['The', 'Crookshanks']"
5829,"A Study of Hippogriff Brutality. He was so 
absorbed, he even forgot to be horrible to 
Crookshanks. 

 Harry, meanwhile, had to fit in his homework around 
Quidditch practice every day, not to mention endless 
discussions of tactics with Wood.","['Harry', 'day', 'Crookshanks']"
5830,"He was so 
absorbed, he even forgot to be horrible to 
Crookshanks. 

 Harry, meanwhile, had to fit in his homework around 
Quidditch practice every day, not to mention endless 
discussions of tactics with Wood. The Gryffindor- 
Slytherin match would take place on the first 
Saturday after the Easter holidays.","['day', 'the', 'Crookshanks', 'The', 'Harry']"
5831,"Harry, meanwhile, had to fit in his homework around 
Quidditch practice every day, not to mention endless 
discussions of tactics with Wood. The Gryffindor- 
Slytherin match would take place on the first 
Saturday after the Easter holidays. Slytherin was 
leading the tournament by exactly two hundred 
points.","['The', 'Harry', 'day', 'the']"
5832,"The Gryffindor- 
Slytherin match would take place on the first 
Saturday after the Easter holidays. Slytherin was 
leading the tournament by exactly two hundred 
points. This meant (as Wood constantly reminded his 
team) that they needed to win the match by more 
than that amount to win the Cup.","['The', 'the']"
5833,"Slytherin was 
leading the tournament by exactly two hundred 
points. This meant (as Wood constantly reminded his 
team) that they needed to win the match by more 
than that amount to win the Cup. It also meant that 
the burden of winning fell largely on Harry, because 
capturing the Snitch was worth one hundred and fifty 
points. 

","['Harry', 'the']"
5834,"This meant (as Wood constantly reminded his 
team) that they needed to win the match by more 
than that amount to win the Cup. It also meant that 
the burden of winning fell largely on Harry, because 
capturing the Snitch was worth one hundred and fifty 
points. 

 “So you must catch it only if we’re more than fifty 
points up,” Wood told Harry constantly.","['Harry', 'the']"
5835,"It also meant that 
the burden of winning fell largely on Harry, because 
capturing the Snitch was worth one hundred and fifty 
points. 

 “So you must catch it only if we’re more than fifty 
points up,” Wood told Harry constantly. “Only if we’re 
more than fifty points up, Harry, or we win the match 
but lose the Cup.","['Harry', 'the']"
5836,"“So you must catch it only if we’re more than fifty 
points up,” Wood told Harry constantly. “Only if we’re 
more than fifty points up, Harry, or we win the match 
but lose the Cup. You’ve got that, haven’t you?","['Harry', 'the']"
5837,"“Only if we’re 
more than fifty points up, Harry, or we win the match 
but lose the Cup. You’ve got that, haven’t you? You 
must catch the Snitch only if we’re — ” 

“I KNOW, OLIVER!”","['Harry', 'OLIVER', 'the']"
5838,"You’ve got that, haven’t you? You 
must catch the Snitch only if we’re — ” 

“I KNOW, OLIVER!” Harry yelled. 

","['Harry', 'OLIVER', 'the']"
5839,"You 
must catch the Snitch only if we’re — ” 

“I KNOW, OLIVER!” Harry yelled. 

 The whole of Gryffindor House was obsessed with the 
coming match.","['The', 'Harry', 'OLIVER', 'the']"
5840,"Harry yelled. 

 The whole of Gryffindor House was obsessed with the 
coming match. Gryffindor hadn’t won the Quidditch 
Cup since the legendary Charlie Weasley (Ron’s 
second oldest brother) had been Seeker.","['the', 'Charlie', 'The', 'Harry', 'Ron']"
5841,"The whole of Gryffindor House was obsessed with the 
coming match. Gryffindor hadn’t won the Quidditch 
Cup since the legendary Charlie Weasley (Ron’s 
second oldest brother) had been Seeker. But Harry 
doubted whether any of them, even Wood, wanted to 
win as much as he did.","['the', 'Charlie', 'The', 'Harry', 'Ron']"
5842,"Gryffindor hadn’t won the Quidditch 
Cup since the legendary Charlie Weasley (Ron’s 
second oldest brother) had been Seeker. But Harry 
doubted whether any of them, even Wood, wanted to 
win as much as he did. The enmity between Harry 
and Malfoy was at its highest point ever.","['Malfoy', 'the', 'Charlie', 'The', 'Harry', 'Ron']"
5843,"But Harry 
doubted whether any of them, even Wood, wanted to 
win as much as he did. The enmity between Harry 
and Malfoy was at its highest point ever. Malfoy was 
Page | 335","['The', 'Harry', 'Malfoy']"
5844,"The enmity between Harry 
and Malfoy was at its highest point ever. Malfoy was 
Page | 335 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




still smarting about the mud-throwing incident in 
Hogsmeade and was even more furious that Harry 
had somehow wormed his way out of punishment. 
","['Malfoy', 'the', 'Harry Potter', 'The', 'Harry']"
5845,"Malfoy was 
Page | 335 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




still smarting about the mud-throwing incident in 
Hogsmeade and was even more furious that Harry 
had somehow wormed his way out of punishment. 
 Harry hadn’t forgotten Malfoy’s attempt to sabotage 
him in the match against Ravenclaw, but it was the 
matter of Buckbeak that made him most determined 
to beat Malfoy in front of the entire school. 

","['Malfoy', 'Buckbeak', 'the', 'Harry Potter', 'Harry']"
5846,"Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




still smarting about the mud-throwing incident in 
Hogsmeade and was even more furious that Harry 
had somehow wormed his way out of punishment. 
 Harry hadn’t forgotten Malfoy’s attempt to sabotage 
him in the match against Ravenclaw, but it was the 
matter of Buckbeak that made him most determined 
to beat Malfoy in front of the entire school. 

 Never, in anyone’s memory, had a match approached 
in such a highly charged atmosphere.","['Malfoy', 'Buckbeak', 'the', 'Harry Potter', 'Harry']"
5847,"Harry hadn’t forgotten Malfoy’s attempt to sabotage 
him in the match against Ravenclaw, but it was the 
matter of Buckbeak that made him most determined 
to beat Malfoy in front of the entire school. 

 Never, in anyone’s memory, had a match approached 
in such a highly charged atmosphere. By the time the 
holidays were over, tension between the two teams 
and their Houses was at the breaking point.","['Malfoy', 'Harry', 'Buckbeak', 'the']"
5848,"Never, in anyone’s memory, had a match approached 
in such a highly charged atmosphere. By the time the 
holidays were over, tension between the two teams 
and their Houses was at the breaking point. A 
number of small scuffles broke out in the corridors, 
culminating in a nasty incident in which a Gryffindor 
fourth year and a Slytherin sixth year ended up in the 
hospital wing with leeks sprouting out of their ears. 

",['the']
5849,"By the time the 
holidays were over, tension between the two teams 
and their Houses was at the breaking point. A 
number of small scuffles broke out in the corridors, 
culminating in a nasty incident in which a Gryffindor 
fourth year and a Slytherin sixth year ended up in the 
hospital wing with leeks sprouting out of their ears. 

 Harry was having a particularly bad time of it.","['Harry', 'the']"
5850,"A 
number of small scuffles broke out in the corridors, 
culminating in a nasty incident in which a Gryffindor 
fourth year and a Slytherin sixth year ended up in the 
hospital wing with leeks sprouting out of their ears. 

 Harry was having a particularly bad time of it. He 
couldn’t walk to class without Slytherins sticking out 
their legs and trying to trip him up; Crabbe and Goyle 
kept popping up wherever he went, and slouching 
away looking disappointed when they saw him 
surrounded by people.","['Harry', 'Goyle', 'Crabbe', 'the']"
5851,"Harry was having a particularly bad time of it. He 
couldn’t walk to class without Slytherins sticking out 
their legs and trying to trip him up; Crabbe and Goyle 
kept popping up wherever he went, and slouching 
away looking disappointed when they saw him 
surrounded by people. Wood had given instructions 
that Harry should be accompanied everywhere he 
went, in case the Slytherins tried to put him out of 
action.","['Harry', 'Goyle', 'Crabbe', 'the']"
5852,"He 
couldn’t walk to class without Slytherins sticking out 
their legs and trying to trip him up; Crabbe and Goyle 
kept popping up wherever he went, and slouching 
away looking disappointed when they saw him 
surrounded by people. Wood had given instructions 
that Harry should be accompanied everywhere he 
went, in case the Slytherins tried to put him out of 
action. The whole of Gryffindor House took up the 
challenge enthusiastically, so that it was impossible 
for Harry to get to classes on time because he was 
surrounded by a vast, chattering crowd.","['Crabbe', 'Goyle', 'the', 'The', 'Harry']"
5853,"Wood had given instructions 
that Harry should be accompanied everywhere he 
went, in case the Slytherins tried to put him out of 
action. The whole of Gryffindor House took up the 
challenge enthusiastically, so that it was impossible 
for Harry to get to classes on time because he was 
surrounded by a vast, chattering crowd. Harry was 
more concerned for his Firebolt’s safety than his own. 
","['The', 'Harry', 'the']"
5854,"The whole of Gryffindor House took up the 
challenge enthusiastically, so that it was impossible 
for Harry to get to classes on time because he was 
surrounded by a vast, chattering crowd. Harry was 
more concerned for his Firebolt’s safety than his own. 
 When he wasn’t flying it, he locked it securely in his 
trunk and frequently dashed back up to Gryffindor 
Tower at break times to check that it was still there. 

","['The', 'Harry', 'the']"
5855,"Harry was 
more concerned for his Firebolt’s safety than his own. 
 When he wasn’t flying it, he locked it securely in his 
trunk and frequently dashed back up to Gryffindor 
Tower at break times to check that it was still there. 

 All usual pursuits were abandoned in the Gryffindor 
common room the night before the match.","['Harry', 'the']"
5856,"When he wasn’t flying it, he locked it securely in his 
trunk and frequently dashed back up to Gryffindor 
Tower at break times to check that it was still there. 

 All usual pursuits were abandoned in the Gryffindor 
common room the night before the match. Even 
Hermione had put down her books. 

","['Hermione', 'the']"
5857,"All usual pursuits were abandoned in the Gryffindor 
common room the night before the match. Even 
Hermione had put down her books. 

 “I can’t work, I can’t concentrate,” she said nervously. 

","['Hermione', 'the']"
5858,"Even 
Hermione had put down her books. 

 “I can’t work, I can’t concentrate,” she said nervously. 

 Page | 336 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




There was a great deal of noise.","['Hermione', 'Harry Potter', 'the']"
5859,"“I can’t work, I can’t concentrate,” she said nervously. 

 Page | 336 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




There was a great deal of noise. Fred and George 
Weasley were dealing with the pressure by being 
louder and more exuberant than ever.","['Fred', 'Harry Potter', 'George', 'the']"
5860,"Page | 336 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




There was a great deal of noise. Fred and George 
Weasley were dealing with the pressure by being 
louder and more exuberant than ever. Oliver Wood 
was crouched over a model of a Quidditch field in the 
corner, prodding little figures across it with his wand 
and muttering to himself.","['Oliver Wood', 'George', 'the', 'Fred', 'Harry Potter']"
5861,"Fred and George 
Weasley were dealing with the pressure by being 
louder and more exuberant than ever. Oliver Wood 
was crouched over a model of a Quidditch field in the 
corner, prodding little figures across it with his wand 
and muttering to himself. Angelina, Alicia, and Katie 
were laughing at Fred’s and George’s jokes.","['Oliver Wood', 'George', 'Angelina', 'the', 'Fred', 'Katie', 'Alicia']"
5862,"Oliver Wood 
was crouched over a model of a Quidditch field in the 
corner, prodding little figures across it with his wand 
and muttering to himself. Angelina, Alicia, and Katie 
were laughing at Fred’s and George’s jokes. Harry was 
sitting with Ron and Hermione, removed from the 
center of things, trying not to think about the next 
day, because every time he did, he had the horrible 
sensation that something very large was fighting to 
get out of his stomach. 

","['Oliver Wood', 'George', 'Angelina', 'Hermione', 'day', 'the', 'Fred', 'Katie', 'Harry', 'Ron', 'Alicia']"
5863,"Angelina, Alicia, and Katie 
were laughing at Fred’s and George’s jokes. Harry was 
sitting with Ron and Hermione, removed from the 
center of things, trying not to think about the next 
day, because every time he did, he had the horrible 
sensation that something very large was fighting to 
get out of his stomach. 

 “You’re going to be fine,” Hermione told him, though 
she looked positively terrified. 

","['George', 'Angelina', 'Hermione', 'day', 'the', 'Fred', 'Katie', 'Harry', 'Ron', 'Alicia']"
5864,"Harry was 
sitting with Ron and Hermione, removed from the 
center of things, trying not to think about the next 
day, because every time he did, he had the horrible 
sensation that something very large was fighting to 
get out of his stomach. 

 “You’re going to be fine,” Hermione told him, though 
she looked positively terrified. 

 “You’ve got a Firebolti” said Ron. 

","['Hermione', 'day', 'the', 'Harry', 'Ron']"
5865,"“You’re going to be fine,” Hermione told him, though 
she looked positively terrified. 

 “You’ve got a Firebolti” said Ron. 

 “Yeah ... ,” said Harry, his stomach writhing. 

","['Hermione', 'Harry', 'Ron']"
5866,"“You’ve got a Firebolti” said Ron. 

 “Yeah ... ,” said Harry, his stomach writhing. 

 It came as a relief when Wood suddenly stood up and 
yelled, “Team! Bed!” 



","['Harry', 'Ron']"
5867,"“Yeah ... ,” said Harry, his stomach writhing. 

 It came as a relief when Wood suddenly stood up and 
yelled, “Team! Bed!” 



 Harry slept badly.",['Harry']
5868,"It came as a relief when Wood suddenly stood up and 
yelled, “Team! Bed!” 



 Harry slept badly. First he dreamed that he had 
overslept, and that Wood was yelling, “Where were 
you?",['Harry']
5869,"Harry slept badly. First he dreamed that he had 
overslept, and that Wood was yelling, “Where were 
you? We had to use Neville instead!”","['Neville', 'Harry']"
5870,"First he dreamed that he had 
overslept, and that Wood was yelling, “Where were 
you? We had to use Neville instead!” Then he dreamed 
that Malfoy and the rest of the Slytherin team arrived 
for the match riding dragons.","['Neville', 'Malfoy', 'the']"
5871,"We had to use Neville instead!” Then he dreamed 
that Malfoy and the rest of the Slytherin team arrived 
for the match riding dragons. He was flying at 
breakneck speed, trying to avoid a spurt of flames 
from Malfoy ’s steed’s mouth, when he realized he had 
forgotten his Firebolt.","['Neville', 'Malfoy', 'the']"
5872,"Then he dreamed 
that Malfoy and the rest of the Slytherin team arrived 
for the match riding dragons. He was flying at 
breakneck speed, trying to avoid a spurt of flames 
from Malfoy ’s steed’s mouth, when he realized he had 
forgotten his Firebolt. He fell through the air and 
woke with a start. 

","['Malfoy', 'the']"
5873,"He was flying at 
breakneck speed, trying to avoid a spurt of flames 
from Malfoy ’s steed’s mouth, when he realized he had 
forgotten his Firebolt. He fell through the air and 
woke with a start. 

 It was a few seconds before Harry remembered that 
the match hadn’t taken place yet, that he was safe in 
bed, and that the Slytherin team definitely wouldn’t 
be allowed to play on dragons.","['Malfoy', 'Harry', 'the']"
5874,"He fell through the air and 
woke with a start. 

 It was a few seconds before Harry remembered that 
the match hadn’t taken place yet, that he was safe in 
bed, and that the Slytherin team definitely wouldn’t 
be allowed to play on dragons. He was feeling very 

Page | 337 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




thirsty.","['Harry', 'Harry Potter', 'the']"
5875,"It was a few seconds before Harry remembered that 
the match hadn’t taken place yet, that he was safe in 
bed, and that the Slytherin team definitely wouldn’t 
be allowed to play on dragons. He was feeling very 

Page | 337 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




thirsty. Quietly as he could, he got out of his four- 
poster and went to pour himself some water from the 
silver jug beneath the window. 

","['Harry', 'Harry Potter', 'the']"
5876,"He was feeling very 

Page | 337 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




thirsty. Quietly as he could, he got out of his four- 
poster and went to pour himself some water from the 
silver jug beneath the window. 

 The grounds were still and quiet.","['The', 'Harry Potter', 'the']"
5877,"Quietly as he could, he got out of his four- 
poster and went to pour himself some water from the 
silver jug beneath the window. 

 The grounds were still and quiet. No breath of wind 
disturbed the treetops in the Forbidden Forest; the 
Whomping Willow was motionless and innocent- 
looking.","['The', 'Forbidden', 'Forest', 'the']"
5878,"The grounds were still and quiet. No breath of wind 
disturbed the treetops in the Forbidden Forest; the 
Whomping Willow was motionless and innocent- 
looking. It looked as though the conditions for the 
match would be perfect. 

","['The', 'Forbidden', 'Forest', 'the']"
5879,"No breath of wind 
disturbed the treetops in the Forbidden Forest; the 
Whomping Willow was motionless and innocent- 
looking. It looked as though the conditions for the 
match would be perfect. 

 Harry set down his goblet and was about to turn back 
to his bed when something caught his eye.","['Harry', 'Forbidden', 'Forest', 'the']"
5880,"It looked as though the conditions for the 
match would be perfect. 

 Harry set down his goblet and was about to turn back 
to his bed when something caught his eye. An animal 
of some kind was prowling across the silvery lawn. 

","['Harry', 'the']"
5881,"Harry set down his goblet and was about to turn back 
to his bed when something caught his eye. An animal 
of some kind was prowling across the silvery lawn. 

 Harry dashed to his bedside table, snatched up his 
glasses, and put them on, then hurried back to the 
window.","['Harry', 'the']"
5882,"An animal 
of some kind was prowling across the silvery lawn. 

 Harry dashed to his bedside table, snatched up his 
glasses, and put them on, then hurried back to the 
window. It couldn’t be the Grim — not now — not 
right before the match — 

","['Harry', 'Grim', 'the']"
5883,"Harry dashed to his bedside table, snatched up his 
glasses, and put them on, then hurried back to the 
window. It couldn’t be the Grim — not now — not 
right before the match — 

 He peered out at the grounds again and, after a 
minute’s frantic searching, spotted it.","['Harry', 'Grim', 'the']"
5884,"It couldn’t be the Grim — not now — not 
right before the match — 

 He peered out at the grounds again and, after a 
minute’s frantic searching, spotted it. It was skirting 
the edge of the forest now. ...","['forest', 'Grim', 'the']"
5885,"He peered out at the grounds again and, after a 
minute’s frantic searching, spotted it. It was skirting 
the edge of the forest now. ... It wasn’t the Grim at all 
...","['forest', 'Grim', 'the']"
5886,"It was skirting 
the edge of the forest now. ... It wasn’t the Grim at all 
... it was a cat. ...","['forest', 'Grim', 'the']"
5887,"It wasn’t the Grim at all 
... it was a cat. ... Harry clutched the window ledge in 
relief as he recognized the bottlebrush tail.","['Harry', 'Grim', 'the']"
5888,"it was a cat. ... Harry clutched the window ledge in 
relief as he recognized the bottlebrush tail. It was only 
Crookshanks. ... 

","['Harry', 'Crookshanks', 'the']"
5889,"Harry clutched the window ledge in 
relief as he recognized the bottlebrush tail. It was only 
Crookshanks. ... 

 Or was it only Crookshanks?","['Harry', 'Crookshanks', 'the']"
5890,"It was only 
Crookshanks. ... 

 Or was it only Crookshanks? Harry squinted, 
pressing his nose flat against the glass.","['the', 'Harry', 'Crookshanks']"
5891,"Or was it only Crookshanks? Harry squinted, 
pressing his nose flat against the glass. Crookshanks 
seemed to have come to a halt.","['the', 'Harry', 'Crookshanks']"
5892,"Harry squinted, 
pressing his nose flat against the glass. Crookshanks 
seemed to have come to a halt. Harry was sure he 
could see something else moving in the shadow of the 
trees too. 

","['Harry', 'Crookshanks', 'the']"
5893,"Crookshanks 
seemed to have come to a halt. Harry was sure he 
could see something else moving in the shadow of the 
trees too. 

 And just then, it emerged — a gigantic, shaggy black 
dog, moving stealthily across the lawn, Crookshanks 
trotting at its side.","['the', 'Harry', 'black', 'Crookshanks']"
5894,"Harry was sure he 
could see something else moving in the shadow of the 
trees too. 

 And just then, it emerged — a gigantic, shaggy black 
dog, moving stealthily across the lawn, Crookshanks 
trotting at its side. Harry stared.","['Harry', 'black', 'Crookshanks', 'the']"
5895,"And just then, it emerged — a gigantic, shaggy black 
dog, moving stealthily across the lawn, Crookshanks 
trotting at its side. Harry stared. What did this mean? 
","['Harry', 'black', 'Crookshanks', 'the']"
5896,"Harry stared. What did this mean? 
 If Crookshanks could see the dog as well, how could it 
be an omen of Harry’s death? 

","['the', 'Harry', 'Crookshanks']"
5897,"What did this mean? 
 If Crookshanks could see the dog as well, how could it 
be an omen of Harry’s death? 

 “Ron!”","['the', 'Harry', 'Ron', 'Crookshanks']"
5898,"If Crookshanks could see the dog as well, how could it 
be an omen of Harry’s death? 

 “Ron!” Harry hissed.","['the', 'Harry', 'Ron', 'Crookshanks']"
5899,"“Ron!” Harry hissed. “Ron! Wake up!” 

","['Harry', 'Ron']"
5900,"Harry hissed. “Ron! Wake up!” 

 Page | 338 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Huh?” 



","['Harry', 'Harry Potter', 'Ron', 'the']"
5901,"“Ron! Wake up!” 

 Page | 338 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Huh?” 



 “I need you to tell me if you can see something!” 

","['Harry Potter', 'Ron', 'the']"
5902,"Page | 338 Harry Potter and the Prisoner of Azkaban - J.K. Rowling 




“Huh?” 



 “I need you to tell me if you can see something!” 

 “S’all dark, Harry,” Ron muttered thickly.","['Harry', 'Harry Potter', 'Ron', 'the']"
5903,"“I need you to tell me if you can see something!” 

 “S’all dark, Harry,” Ron muttered thickly. “What’re 
you on about?” 

“Down here — ” 

Harry looked quickly back out of the window. 

","['Harry', 'Ron', 'the']"
5904,"“S’all dark, Harry,” Ron muttered thickly. “What’re 
you on about?” 

“Down here — ” 

Harry looked quickly back out of the window. 

 Crookshanks and the dog had vanished.","['Harry', 'Ron', 'Crookshanks', 'the']"
